   3.00000000 -646.45795017 
   3.10000000 -646.45498590 
   3.20000000 -646.45216419 
   3.30000000 -646.44940463 
   3.40000000 -646.44664066 
   3.50000000 -646.44387437 
   3.60000000 -646.44114738 
   3.70000000 -646.43847218 
   3.80000000 -646.43591617 
   3.90000000 -646.43343910 
   4.00000000 -646.43130035 
   4.10000000 -646.42908805 
   4.20000000 -646.42697678 
   4.30000000 -646.42498575 
   4.40000000 -646.42312180 
   4.50000000 -646.42138728 
   4.60000000 -646.41978171 
   4.70000000 -646.41829970 
   4.80000000 -646.41693480 
   4.90000000 -646.41567829 
   5.00000000 -646.41452143 
