1 20 1   1.0   1.0 
   0.50118723  -1.10166613 
   0.60842987  -1.15580163 
   0.73861998  -1.17195543 
   0.89666781  -1.16061298 
   1.08853427  -1.13111855 
   1.32145577  -1.09257495 
   1.60421716  -1.05412093 
   1.94748304  -1.02435800 
   2.36419999  -1.00785557 
   2.87008485  -1.00173721 
   3.48421754  -1.00023910 
   4.22976062  -0.99999746 
   5.13483291  -0.99997038 
   6.23357002  -0.99996738 
   7.56741181  -0.99996681 
   9.18666532  -0.99996665 
  11.15240214  -0.99996661 
  13.53876180  -0.99996659 
  16.43574799  -0.99996659 
  19.95262315  -0.99996659 
