1 20 1   1.0   1.0 
   0.50118723  -1.06572195 
   0.60842987  -1.11873020 
   0.73861998  -1.13357376 
   0.89666781  -1.11970442 
   1.08853427  -1.08564726 
   1.32145577  -1.03897337 
   1.60421716  -0.98627822 
   1.94748304  -0.93313758 
   2.36419999  -0.88402268 
   2.87008485  -0.84211191 
   3.48421754  -0.80914173 
   4.22976062  -0.78513790 
   5.13483291  -0.76868281 
   6.23357002  -0.75755469 
   7.56741181  -0.74957808 
   9.18666532  -0.74335182 
  11.15240214  -0.73826877 
  13.53876180  -0.73408483 
  16.43574799  -0.73063915 
  19.95262315  -0.72780117 
