1 20 1   1.0   1.0 
  19.95262315  -0.89225393 
  16.43574799  -0.89282125 
  13.53876180  -0.89350943 
  11.15240214  -0.89434668 
   9.18666532  -0.89535706 
   7.56741181  -0.89656817 
   6.23357002  -0.89781590 
   5.13483291  -0.89850844 
   4.22976062  -0.89715712 
   3.48421754  -0.89088799 
   2.87008485  -0.87534285 
   2.36419999  -0.84504650 
   1.94748304  -1.00096318 
   1.60421716  -1.04448397 
   1.32145577  -1.09003064 
   1.08853427  -1.13159419 
   0.89666781  -1.16219958 
   0.73861998  -1.17386711 
   0.60842987  -1.15776657 
   0.50118723  -1.10423475 
