1 20 1   1.0   1.0 
  19.95262315  -0.50410291 
  16.43574799  -0.50977981 
  13.53876180  -0.51667322 
  11.15240214  -0.52504554 
   9.18666532  -0.53521779 
   7.56741181  -0.54758705 
   6.23357002  -0.56274825 
   5.13483291  -0.76868281 
   4.22976062  -0.78513790 
   3.48421754  -0.80914173 
   2.87008485  -0.84211191 
   2.36419999  -0.88402268 
   1.94748304  -0.93313758 
   1.60421716  -0.98627822 
   1.32145577  -1.03897337 
   1.08853427  -1.08564726 
   0.89666781  -1.11970442 
   0.73861998  -1.13357376 
   0.60842987  -1.11873020 
   0.50118723  -1.06572195 
