1 20 1   1.0   1.0 
   0.50118723  -1.10063496 
   0.60842987  -1.15435236 
   0.73861998  -1.17061947 
   0.89666781  -1.15941845 
   1.08853427  -1.13011693 
   1.32145577  -1.09184815 
   1.60421716  -1.05374389 
   1.94748304  -1.02426541 
   2.36419999  -1.00784992 
   2.87008485  -1.00173307 
   3.48421754  -1.00023921 
   4.22976062  -0.99999933 
   5.13483291  -0.99997150 
   6.23357002  -0.99996782 
   7.56741181  -0.99996695 
   9.18666532  -0.99996671 
  11.15240214  -0.99996663 
  13.53876180  -0.99996661 
  16.43574799  -0.99996660 
  19.95262315  -0.99996660 
